idx,emotion,text,val_ind,test_ind,train_ind
6372,"disgust",In May somebody blamed me that I made him to be caught while peeping during the Nursing Test which made me feel disgusted.,,507.0,
6373,"shame","In our class we had a test on Nursing, so a friend from the Army was caught peeping, by using a paper which had already answers which was written by him. So all of us from the Army got ashamed.",,1322.0,
6374,"guilt",It was on January 1st 1985 when I accidentally broke a Fanta bottle in a certain bottle store in Zomba.,,3697.0,
6375,"joy",I felt joy when I heard over the radio that I had been successful in my Primary School Leaving Certificate Examination and was selected for Secondary School.,,4540.0,
6376,"fear",One day I was busy day dreaming along the road and suddenly I heard the sound of jamming car braked behind me. I woke up from my dreams and it was about to crash me.,,2340.0,
6377,"anger","When I was doing my last year at Secondary School I was robbed of my clothes, wristwatch and my pair of shoes. After investigations it was found that all the things were stolen by one of the boys in our hostel.",,1852.0,
6378,"sadness",It was on 9th January 1983 when I received a message from home telling me that my father passed away on the previous day with a history of cancer of the oesophagus. This time I was doing my third year of my Secondary School.,,354.0,
6379,"disgust",I was stopped from entering a party while I was at School but I had an Invitation card with me. This was done because they said I was too young to join elderly people.,,5446.0,
6380,"shame",In 1972 I failed my Examination because of my own crooky behaviour of dodging from Examinations.,,943.0,
6381,"guilt","A child was admitted in hospital with Meningitis. I was asked to do lumber puncture to obtain Celebral Spinal fluid for diagnostic purposes. Since the condition was already bad, the child died as soon as I finished the procedure.",,2246.0,
6382,"joy",When I had an anticipatory honey-moon with my fiancTe.,,70.0,
6383,"fear",When it was found that I had gone out of the school premises without permisssion and at the wrong time.,,2785.0,
6384,"anger",When a classmate hit me on my occipital region when I was busy studying and concentrating on my classnotes.,,3241.0,
6385,"sadness",When my father died.,,4800.0,
6386,"disgust",When somebody made me touch human faeces.,,3.0,
6387,"shame",Soiled my short trousers with faeces.,,6109.0,
6388,"guilt",When a crawling child got burnt because of my negligence to keep the child away from the fire.,,2460.0,
6389,"joy",When I heard my name being announced on the radio that I had been successful in an interview for admittance for a medical Assistant training course. I was really happy and I enjoyed myself by dancing to music from the Radio cassette.,,1736.0,
6390,"fear",One time I was injured when I was playing football at School in Blantyre. I was brought to the hospital while my leg was totally swollen. The x-rays confirmed there was no fracture but collection of blood n the muscles. I feared when they started to incise the swollen part with surgical blade.,,2450.0,
6391,"anger",One day I was really angry when all my food was eaten by a dog. My anger was against my mother because she was careless. She didn't keep the food in a hidden and proper place.,,2818.0,
6392,"sadness",One day I came across a certain boy who was intruding my friendship as lovers with my girlfriend and I was very sad because I didn't expect that girl to disappoint me I regarded her as being very faithful.,,4677.0,
6393,"disgust",One time at the hospital I passed near the intensive care room. The offensive smell that came out disgusted me in such a way that I didn't even dare to enter the room.,,6470.0,
6394,"shame",At one occasion I was ashamed of being refused after a proposal for a friendship with a certain girl. I was ashamed because she refused publically in the presence of my fellow friends.,,7033.0,
6395,"guilt",I once stole my father's money and denied having done it. Instead father threatened my young brother and he was beaten. He was innocent and I felt guilty.,,442.0,
6396,"joy",When I was selected to start Form I at Chilumba Secondary School out of the 100 pupils I was among the 4 who were successful. Family History showed that I had done better than all my brothers who had passed after repeating for several times.,,647.0,
6397,"fear",We went fishing some 5 or 8 kilometers off the shore of Lake Malawi. Before we could settle down the lake became very rough to the point of threatening our lives.,,5149.0,
6398,"anger","I was angered by a classmate who poured soup on to my clothes. He was trying to use a short-cut method in getting his supper. Coming behind my back, he wasn't noticed by me and as I was retreating from a hungry congested people I knocked his plate with my head. He didn't accept being wrong but blamed me for pouring his soup.",,5641.0,
6399,"sadness",I was sad when my MCE grades were out. I had gone for a football match a mile away from home. The mail found me there. I was disappointed and didn't play the other half of the match.,,6830.0,
6400,"disgust",I was dancing Malipenga (traditional dance). I exaggerated the steps I was supposed to make in the negative way. This happened in front of spectators. It was bad for our Boma (group) because I was on the front line where ability is displayed and it is this ability that counts when choosing the winning side.,,3079.0,
6401,"shame",News was spread that I had been found doing sexual intercourse with a small girl. At first this annoyed me but later on I became ashamed because many people seemed to believe it.,,2080.0,
6402,"guilt","I argued with my father on matters concerning marriage. Traditionally speaking, I was not supposed to, so I felt guilty of violating my traditions which I must hold in esteem.",,4517.0,
6403,"joy",I passed my MCE Examination. at first I was worried but when I heard my name I had joy in my heart and I arranged for a trip to attend a wedding ceremony.,,6694.0,
6404,"fear",I was studying in class at night. I was in Form II by then. There were rumours about an earthquake. That night dogs were chasing one another and passed through the window outside the classroom. Those who saw the dogs thought it was a lion and were terrified. Trying to run away the desks were dragged and there was a shaking movement. I thought it was an earthquake and jumped out of the window.,,6518.0,
6405,"anger",Someone told a lie that I had stolen his money.,,1288.0,
6406,"sadness",My Uncle was beaten by his troublesome son. He fell unconscious and gained consciousness after some time. That time I was at school; this news reached me through someone.,,5680.0,
6407,"disgust","I felt disgust when I received visitors at an odd hour. I was seriously preparing for Examinations, so I did not appreciate their coming.",,1201.0,
6408,"shame",I answered a certain question from Dr. Maqgda wrongly. She asked something about Femur and my answer was saying something concerning the brain. So I was very ashamed amongst my friends.,,3934.0,
6409,"guilt",I wrote a bad letter to someone concerning our relationship which we created ourselves.,,6097.0,
6410,"joy",I met a certain lady at Mchesi and I proposed a word of love to her and at the same time she accepted my proposal.,,5915.0,
6411,"fear",My father gave me money for school fees and I didn't pay school fees instead I spent it on beer and did not tell him about this.,,4972.0,
6412,"anger",There was a cup final match between Limbe Leaf Wanderers and Silver Strikers and someone promised to give me some money for admission fee to watch this game. Unfortunately he did not give me.,,2062.0,
6413,"sadness",I had received bad news informing me that grandmother and grandfather had passed away. The first one to die was my grandmother and after two days grandfather died too.,,795.0,
6414,"disgust","It happened that one of my best friends just took my shirt without my knowledge, I hadn't put it on for many days and I was short of clothes.",,1853.0,
6415,"shame","I had high-heeled shoes one time, but a certain girl who saw the shoes told me that they were out of fashion and I looked as an old man when I was in those shoes.",,7162.0,
6416,"guilt",I happened to have met one of my teachers in town during working hours. The badness was I didn't ask for permission to go out and I was guilty-conscious.,,4038.0,
6417,"joy",Passing a very difficult examination which I didn't expect - MCE.,,5193.0,
6418,"fear",As we were going to Area 10 a dog chased me. I was afraid it might bite me.,,953.0,
6419,"anger",Brother took my money to use for his own purposes.,,77.0,
6420,"sadness","After hearing the news about the death of my sister, I felt very sad.",,3246.0,
6421,"disgust","After buying a ticket, I lost it before I reached my destination and the bus Inspector dropped me at a place I didn't know.",,503.0,
6422,"shame",I was very much ashamed after a friend beat me at school and I was defeated.,,4927.0,
6423,"guilt",I hit my cousin badly after she threw away my dresses in a pit-latrine that the little girl fainted.,,3715.0,
6424,"joy",When I was selected to a University College of Nursing.,,7285.0,
6425,"fear","When one of my relatives went out at night leaving me and my friend alone, I cheated my parents that she didn't go out, after they had heard that she was out, I was afraid that she might have beaten me.",,6542.0,
6426,"anger",When someone took my writing materials yet I was to write Examinations in a few minutes.,,1284.0,
6427,"sadness",When I failed my Standard 8 Examination for the first time.,,4905.0,
6428,"disgust",When a boy whom I refused to be my lover told all his friends that I was his girl he has refused me because I was not faithful to him.,,6661.0,
6429,"shame","When someone pointed out that I was proud, yet I didn't dress up properly. This was when I and my friend went for a dnce one Saturday.",,763.0,
6430,"guilt",After I had cheated my parents that I had lost my textbooks so they had to send me money.,,1234.0,
6431,"joy",I felt joy when I heard my name being called on the radio as one of the students who had passed the interview of Nursing and was selected to start Nursing.,,4911.0,
6432,"fear",I felt fear when one night my aunt and Uncle left me alone at their house to look after the baby when they went to a party.,,134.0,
6433,"anger",I felt angry at one time when I was chatting with friends and suddenly another friend joined us and started opposing any comment I added to our chatting.,,3629.0,
6434,"sadness",I felt sad when a thief stole all the clothes from my friend's cupboard at school (boarding).,,932.0,
6435,"disgust",I felt disgusted when I was not given money for lunch at school by my father as a punishment for beating my little brother.,,4336.0,
6436,"shame",I felt shame when I was asked by my cousin that I promised to buy her a birthday present but I didn't buy it for her in front of friends.,,1094.0,
6437,"guilt",I felt guilt when my friends were punished to slash grass at the gound because of making noise in class. I was in the group of noise-makers but I denied having done any noise.,,3052.0,
6438,"joy",When I passed my MSCE Exams and was selected to go to college.,,5748.0,
6439,"fear",I was with my boyfriend forgetting that I had left the house unlocked. Unfortunatly a thief came and stole all the kitchen utensils. Thereafter I was afraid of the consequences.,,6135.0,
6440,"anger","My best friend started moving out with my boyfriend. When I heard this my heart sank because I didn't expect that my own good friend could do such a thing, so I got angry.",,3242.0,
6441,"sadness",I was sad when I heard that my cousin died because of being bewitched by her husband's second wife.,,671.0,
6442,"disgust",My friend promised to take me out for a movie but he didn't turn up.,,1315.0,
6443,"shame",I met a woman who was looking for our house. She stopped me but I ran away. When I arrived at home I found the same woman and she told my parents what had happened so I felt ashamed.,,6501.0,
6444,"guilt",I went to my boyfrien's house. There I found clothes of a certain girl. Without asking whose clothes they were I started tearing them only to realise that they were his sister's and so I felt guilty.,,3716.0,
6445,"joy",When I was selected to come here.,,6120.0,
6446,"fear",Somebody told her friend that she would hit me wherever we would meet.,,388.0,
6447,"anger",This was when my boyfriend told me that I was double-crossing him with a certain boy.,,5080.0,
6448,"sadness",When I heard that my friend had started drinking beer.,,3859.0,
6449,"disgust",I went to a party and there were some cakes which weren't good and had a bad smell.,,2713.0,
6450,"shame",One day I was supposed to go to a movie with my boyfriend. In the morning I went to see my Auntie and I didn't come back up to evening.,,6565.0,
6451,"guilt","I slapped my sister's daughter and after several hours, she had a high temperature and she ended up being admitted in hospital.",,6796.0,
6452,"joy",When the church choir came one Sunday after being away for some weeks.,,5612.0,
6453,"fear",When I came home late one day. I was afraid I would be shouted at by my parents.,,3602.0,
6454,"anger",When a little brother of mine damaged a cassette.,,2627.0,
6455,"sadness","I was watching T.V with my parents and some pornographic scenes came on, I felt uncomfortable and tried to distract my parents attention by talking to them.",,1041.0,
6456,"disgust",I saw a program on T.V where they had to saw a skull for an        operation.,,2977.0,
6457,"shame",When I decided not to out any longer with a girl whom I liked quite a lot.  This made me feel low for a some time.,,6912.0,
6458,"guilt", No description.,,1968.0,
6459,"joy",When I had my first boyfriend.,,7459.0,
6460,"fear","I and my cousin went to a filmshow at night. We went without making it known to my mother. While we were there at interval, I came across my mother just close to where we sat.",,373.0,
6461,"anger","During the Xmas holiday, I and my best friend at Secondary School had planned to meet at a Cultural afternoon at the Mt. Soche Hotel after missing each other for such a long time. When I asked my mother for permission, she told me not to go for no good reason. I felt very angry with her.",,1985.0,
6462,"sadness",When I was transferred from Chichiri Secondary School to St. Mary's Sec. School. I was happy at Chichiri as a day scholer and had made a lot of friends. I was going to a boarding and that meant parting with my friends as well as my boyfriend for the first time.,,3765.0,
6463,"disgust",I felt disgusted when my cousin decided that she would stop going to school saying she wanted to get married. She was only 14 years by then and she didn't understand what she was thinking.,,2004.0,
6464,"shame",When I failed my Primary school leaving Examinations. I never thought I would fail. When I heard I had failed I really felt ashamed of myself.,,5987.0,
6465,"guilt",One time I felt guilty when I told one of my previous boyfriends we were through just because I never felt like having one at that particular time.,,1426.0,
6466,"joy",I was filled with joy when I heard that I had been selected for a University course.,,5281.0,
6467,"fear","Sometime back, my boyfriend and I were having a walk nearby my parent's house. Suddenly we met my grandfather and I was afraid that he would report to my parents.",,3034.0,
6468,"anger",One day I was angry with my friend who went into my drawer and took a piece of paper on which I wanted to write a letter and used it for her business without my knowledge.,,2111.0,
6469,"sadness",It was shocking news to me when I received a telegram from home telling me that my grandmother had passed away. I had to go home to attend the funeral but unfortunately I found that the burial had already taken place.,,5229.0,
6470,"disgust","I was disgusted with my brother's behaviour when he kept throwing things away because of his anger, after mum had shouted at him.",,6272.0,
6471,"shame",I was ashamed with my biology lecturer when he asked me a question and I could not answer it.,,1546.0,
6472,"guilt",One day I was chatting with children at home. Then I took a lump of soap and gave to one of them pretending that it was a sweet. I thought the child would realise that it was not. Unfortunately he did not and he put it in his mouth.,,1915.0,
6473,"joy","I wrote a difficult Exam at one time while in my Secodary School. When the results were announced on the radio, I came second out of 80 students hence I felt joy.",,7291.0,
6474,"fear",When the week for Exams came. I got afraid as to how I would tackle the questions.,,6117.0,
6475,"anger",Last week a friend of mine called on me and said I was moody and difficult to persuade. With this I got angry with her.,,6038.0,
6476,"sadness",I experienced this emotion when my grandfather passed away.,,5260.0,
6477,"disgust","In my village there was this tax collector who used to cheat people and collected more than was wanted, the surplus was for his family and himself.",,6813.0,
6478,"shame",I felt ashamed when my lecturer said in class that I happened to be the dullest of all.,,2509.0,
6479,"guilt",I felt guilty when I was found to be the chief leader of making noise in class.,,506.0,
6480,"joy",When I received a beautiful birthday gift form my parents.,,,
6481,"fear",When I was called for an Interview at Kamuzu College of Nursing.,,,
6482,"anger",When I damaged my wristwatch which I liked very much.,,,
6483,"sadness",When my cousin passed away.,,,
6484,"disgust",When my fellow classmates were involved in a quarrel.,,,
6485,"shame",When I failed Psychology examination when most of the students passed.,,,
6486,"guilt",When I promised to visit my boyfriend and I didn't fulfil the promise.,,,
6487,"joy","I had stayed for months without seeing mother because our holidays were short and my home is far. Some times, mother came to see me at school, I was very joyful, and I didn't want her to go.",,,
6488,"fear","One day during our clinical practices, we had a very ill patient. Unfortunately the patient passed away. I had seen him dying and it was the first experience. During the night I became afraid fearing the dead body.",,,
6489,"anger",It was during the beginning of the term. I had K100 and kept it in my handbag. I left the handbag in the wardrobe but didn't lock it. Next time I found that K30 were stolen.,,,
6490,"sadness",My best friend had failed Exams. She had to leave and so we got separated.,,,
6491,"disgust",I felt disgusted when my appointment to meet the E.N.T. specialist had been turned down. The specialist came from U.K. and went the same day and we do not have one.,,,
6492,"shame",I had been telling lies and people discovered instantly that I was telling lies. I felt very shameful and I felt like disappearing from people.,,,
6493,"guilt",I had spent the weekend visiting relatives and friends and didn't study for Anatomy class on Monday.,,,
6494,"joy",I had an interview for entry into college. The results were to be announced on radio. After a long period of waiting the results were released. I had succeded - tension was relieved by joy.,,,
6495,"fear","When I stepped on a snake at home, it was dark but there was moonlight.",,,
6496,"anger",I went to a fair where a guy who was drunk kept bothering me and in the end I got really angry.,,,
6497,"sadness",When I heard that my Uncle had passed away in a road traffic accident.,,,
6498,"disgust",I went to a party with my boyfriend who got so drunk and started vomiting. It was so disgusting.,,,
6499,"shame",We were writing Primary school leaving Examinations when I had fallen at the steps going into the Exam room.,,,
6500,"guilt",I was keeping a friend's Library book which went overdue. My friend was charged for the delay in returning the book to the Library. I felt guilty when I realised I was responsible.,,,
6501,"joy",I was given a gift by my sister. There were many pleasant things in this parcel.,,,
6502,"fear",I was alone walking in a deserted part of the city and I had some fear that some men would attack me and rob me.,,,
6503,"anger",I wrote an Exam and happened to have not done as well as I thought I would. I was angry to myself for not having done so well.,,,
6504,"sadness",I lost my purse that had money in it. I was sad until I found it.,,,
6505,"disgust",I received a letter which was too strong for me. It said I had done something which I really didn't do.,,,
6506,"shame",A friend of mine was shouting at me in a group of juniors.,,,
6507,"guilt",Before going to school I usually take something to eat right at school and this time I took Father's money without him knowing it. I felt guilty and I returned the money.,,,
6508,"joy",The day I was told that I had passed my Malawi School leaving Exams and I was selected to go to college.,,,
6509,"fear",When I was travelling home by bus and suddenly the bus hit and the bus leaned against a wall.,,,
6510,"anger",I was angry when someone stole a magazine which I had borrowed from another friend and locked it in a drawer.,,,
6511,"sadness",When my best friend promised to come at my house and I had to prepare so many expensive things for her but only to learn at last that she would not turn up.,,,
6512,"disgust","I felt disgusted one day when, as we were eating, a child defecated on the table side.",,,
6513,"shame",I felt ashamed one day when my teacher shouted at me in the presence of my boyfriend.,,,
6514,"guilt",I felt guilty one day when I stole a slice of bread in a cafeteria.,,,
6515,"joy",When I had passed MCE examinations.,,,
6516,"fear",I was afraid when my boyfriend came home because my parents disapproved him of his coming home. I thought they would chase me out of the house.,,,
6517,"anger",I was angry when my friends said that I should not receive Nursing Science books because there was a rumour that I was intending to leave the college.,,,
6518,"sadness",When my cousin passed away.,,,
6519,"disgust",When I was a child I broke plates because I wasn't given food on the grounds of coming home late.,,,
6520,"shame",I was ashamed of being laughed at by my colleagues when I failed to answer a question in the classroom.,,,
6521,"guilt",I felt guilty after stealing a cookery book from my colleagues.,,,
6522,"joy",I was filled with joy when I heard that I had been selected to come here at Kamuzu College of Nursing.,,,
6523,"fear",I was afraid to walk through the forest one day when I dropped off the bus around 6.30 pm.,,,
6524,"anger",I was angry when somebody stole my half petticoat.,,,
6525,"sadness",I felt sad when my father was sick.,,,
6526,"disgust",I felt disgusted when somebody told me that my previous boyfriend was her boyfriend.,,,
6527,"shame",I was ashamed when my boyfriend went to sit with another girl when he invited me to come to watch Drama festival.,,,
6528,"guilt",I felt guilt to have come back from home without seeing my father. When I went home he was at work.,,,
6529,"joy",The time I learnt that I had passed my Malawi School leaving Certificate Examinations.,,,
6530,"fear",Afraid of a dead body.,,,
6531,"anger",A tailor ran away with my skirt.,,,
6532,"sadness",Cooks refused to give me food.,,,
6533,"disgust","I saw a septic, smelling wound.",,,
6534,"shame",I was ashamed when I was being introduced to the church congregation.,,,
6535,"guilt",I cheated my boyfriend.,,,
6536,"joy",A boy I had been admiring so much asked me to go out with him.,,,
6537,"fear",I was playing with friends then I decided to splash some sand into a car which was moving nearby. The driver got angry and came to report to my parents.,,,
6538,"anger",Sometime back another girl who was in terms with my ex-boyfriend came to shout at me at twelve midnight. It was because she thought I was still interested in the boy.,,,
6539,"sadness","In May 18th, 1984 my boyfriend went to the U.S.A. In December I was told he passed away. He had cancer of the Oesophagus.",,,
6540,"disgust",One day I was walking with my boyfriend. We met my ex-boyfriend and out of jealousy he started calling me names.,,,
6541,"shame",My father who is very quiet discovered I was going out with a coloured boy. He called me names and was really upset.,,,
6542,"guilt",I was at a boarding school during my primary school days. I was broken so I pretended I was very sick. My father came and he picked me up. He spent a lot of money on medical expenses which all proved to be negative.,,,
6543,"joy","When I passed standard 8 exams I jumped, rolled over the ground.",,,
6544,"fear","I felt so afraid when dad fell ill, he had never suffered from that disease since and I had never seen him as he was.",,,
6545,"anger",I was furious when the teacher pointed out in class that I was the quietest girl in class.,,,
6546,"sadness",It was extremely sad to me when I heard that a patient who I was taking care of in hospital had passed away. He had some abdominal pains.,,,
6547,"disgust","I felt this situation when a certain woman from a close village shouted at my mother because she didn't get what she wanted, she wanted some salt to put in her relish.",,,
6548,"shame",I was ashamed when I got the lowest result (mark) in class. All the same I didn't worry too much because I knew I would have got much better if I had read enough.,,,
6549,"guilt",At one time while at primary school I lost a pencil case of a friend and I didn't mention it to her until after a fortnight.,,,
6550,"joy",The time I first saw my cousin who is living in Tanzania.,,,
6551,"shame",I failed my Nutrition paper which was the paper ending the course.,,,
6552,"guilt",When a patient in the ward died (one who had been under my care). I felt as if I didn't give the appropriate care to the patient.,,,
6553,"joy",I was filled with joy when I heard that I had passed my Secondary school leaving certificate exam.,,,
6554,"fear",I was afraid when my mother left me alone to live in our house for one month.,,,
6555,"anger",I was angry when my boyfriend did not turn up as promised.,,,
6556,"sadness",I was very sad when I heard that my uncle had passed away untimely at home.,,,
6557,"disgust",One day my friend told me that she had heard that I was moving about with her boyfriend. I was disgusted with the news.,,,
6558,"shame",I was walking one day and I met a man who wanted to ask me about my brother but I didn't stop to hear what he was saying. I was ashamed when I found him at home and he told my brother what had happened.,,,
6559,"guilt",I felt guilty when I tore a photograph I found at my boyfriend's place only to realise that it was his sister who was on the photograph.,,,
6560,"joy",When my boyfriend came form Rumphi to Lilongwe for a visit I was very happy to see him and couldn't believe it was him with me.,,,
6561,"fear","When I dream of anything terrifying I used to have fear for the rest of the day that the dream might come true e.g., being beaten (or eaten ?) by a snake.",,,
6562,"anger",I had been in love with a certain young man who pretended to love me but one day I found out that he had another girlfriend who was also a friend of mine.,,,
6563,"sadness",I wrote a letter to my boyfriend but he couldn't answer it in time so as a defence mechanism I just found that I felt so sad about it and couldn't talk to anyone.,,,
6564,"disgust","Once I offended a friend, instead of her coming to me to ask and discuss the matter she was just telling other people about it and say all she could about me.",,,
6565,"shame",I was once chatting with friends. Then some boys came and joined us. These boys took all my 3 friends away and I was left alone in shame without knowing where to go from there.,,,
6566,"guilt",One day I found an incontinent man in the ward. This patient had a guardian who couldn't give him a bath. So I just left him like that but felt guilty until I went back to give him a bath.,,,
6567,"joy",When I heard that I had passed my end of first year exams and I was ready to enter 2nd year because I felt I had failed as they were very hard.,,,
6568,"fear",I broke a window of a neighbouring house and I feared my mother's judgement and action on what I had done.,,,
6569,"anger",The headmistress at a secondary school accused me of banging the classroom door when I didn't in front of the whole class.,,,
6570,"sadness",I received a message that my elder brother was involved in a car accident and was admitted in hospital.,,,
6571,"disgust","The carterer refused to give me sugar to add to my tea saying that there was no sugar whilst it was there, so I left the cafe disgusted without taking the tea.",,,
6572,"shame",I insulted my friend for a small reason and after time I realised that I was wrong and felt ashamed; everytime I meet her I feel ashamed.,,,
6573,"guilt","My patient died of Anaemia while I was organising blood transfusion for him, so I felt guilty, because I thought that may be I was slow.",,,
6574,"joy",When I was selected to start Form I at Malosa Secondary school.,,,
6575,"fear",When a thief entered the house in which I was sleeping.,,,
6576,"anger",When my dress was stolen.,,,
6577,"sadness",When my grandmother died after a long illness.,,,
6578,"disgust",When I boarded Yanu Yanu bus I sat near a man who was smoking tobacco.,,,
6579,"shame",When I refused to fetch water for my aunty while she was busy.,,,
6580,"guilt",When I hit my young sister without a valid reason.,,,
6581,"joy",I was very joyful when I heard that I had passed the standard 8 exams. The day I heard the news was the day I celebrated my birthday.,,,
6582,"fear",I was in the house at night and I heard a hyena crying outside. It cried for almost an hour and I feared it might break the window and enter inside the house.,,,
6583,"anger",I was angry at the Cafeteria when the cook scolded and said many bad things about me without reason. He thought I was among the girls who did him wrong.,,,
6584,"sadness",I was very sad when I heard that my Auntie had passed away.,,,
6585,"disgust",I was disgusted the other day I was told to take off the dog's faeces around the house since they smelled bad I did the job but in the end I felt disgusted.,,,
6586,"shame",I was very ashamed when I failed a test in Standard 7. The teacher told the other students to shout and laugh at me.,,,
6587,"guilt",I felt guilty because I stole some sweets from my father's grocery. When he asked me who stole the sweets I told him it was my brother who stole the sweets and he was scolded.,,,
6588,"joy","When I heard that I had passed my MCE Exam, I spent the whole day dancing and eating sugarcanes from our garden.",,,
6589,"fear",When I heard that my father had found a letter from my boyfriend and he was calling me to talk about it.,,,
6590,"anger",When a certain boy went about saying that I am his girlfriend. I wrote him an insulting letter to him and called him names.,,,
6591,"sadness",When I heard that my father had passed away. I could not eat for a week and was only crying. I could not find the courage to go to bath.,,,
6592,"disgust",When a boy I hated most in our classroom took my T Jersey from my desk and put it on.,,,
6593,"shame",When I wet my head (or bed ?) one day my sister discovered it and reported it to the other siblings. So my mother had to scold me.,,,
6594,"guilt",When I insulted my young sister for a very little misconduct of putting on my shoes. She wrote me an apology letter and the message she included made me feel guilty.,,,
6595,"joy",It was in 1983 September when MCE results were being announced on the radio. When I heard my name that I had done well I just kept quiet. I was so happy that I couldn't even talk.,,,
6596,"fear",I was on my way home when suddenly Gule Wamkulu came from the bush and blocked the road. I was in fear and didn't know what to do.,,,
6597,"anger","A certain man went to my parents and told them that I was married here, when I am here at school. When I went home for holidays my parents asked me about it and I was angry with that man.",,,
6598,"sadness",When I went home on holidays I found that my niece and nephew had passed away I was very sad for the children were not even sick before death but suddenly died.,,,
6599,"disgust",I met a certain lady at the bus depot who was using a bad language but was a very smart looking lady.,,,
6600,"shame",I wore a dirty dress a certain day I was going to town I met an old friend who made a comment about my dress so I felt ashamed.,,,
6601,"guilt",One day I shouted at my brother who didn't do any wrong to me only that I had a disappointment from a friend and projected it on to him. He cried and I felt guilty after sometime.,,,
6602,"joy","I was joyful when I received a present (2 books and a pencil) from the headmaster in standard 6 because I had passed, I became No 1 and he said I was one of the pupils who had good behaviour.",,,
6603,"fear","I went to the prayer meeting at night and unfortunately the car broke down, so my other sister said I had to walk alone from Ndirande to Chirimba at around midnight. So we reached home at 1 am. I was afraid of robbers and dardness.",,,
6604,"anger","I was angry the other day because the teacher told me to sweep some orange peels. It was my friends who were supposed to sweep, but the teacher told me to do it.",,,
6605,"sadness",I was very sad when I heard that my brother had failed the standard 8 exams for the third time.,,,
6606,"disgust",I was very disgusted the first day I went to put a dead body in the Mortuary. There were many dead bodies and some were uncovered so we had to put on top of the other bodies.,,,
6607,"shame",I was really shameful when my mother beat me in the presence of my friends because I didn't cook lunch up until 2 o'clock.,,,
6608,"guilt",I felt guilty the other day because I took two pieces of bread instead of one in the Cafeteria and some of the girls were short of bread.,,,
6609,"joy",I was happy to hear that my sister had won a prize at running competition.,,,
6610,"fear",I was afraid when I met my Uncle because this time I was with my boyfriend I thought I was not going to be given pocket money.,,,
6611,"anger",I was angry when I had not been granted a leave out pass during the last weekend.,,,
6612,"sadness",I was sad to hear that my brother had a motorbike accident.,,,
6613,"disgust",I was disgusted when my little sister had been hit badly by her friends.,,,
6614,"shame",I was ashamed to tell my mother that I fell down with a bicycle.,,,
6615,"guilt",I felt guilty when I had refused to lend money to my friend who needed it immediately.,,,
6616,"joy",When my brother bought me a nice pair of shoes from South Africa.,,,
6617,"fear","I was asked to join my friend in a boat at Mangochi Lake Malawi and when making a turn, it seemed as if the boat would sink on the side.",,,
6618,"anger",Somebody took my wristwatch and promised to have it mended and later was telling me that he couldn't give it back to me because I was rude at a certain time.,,,
6619,"sadness",My boyfriend didn't turn up after promising that he was coming.,,,
6620,"disgust",I was forced to go to a party with someone I didn't love and he was telling people that I was his girlfriend.,,,
6621,"shame",When a certain drunk man slapped my buttocks when I was quietly standing waiting for a bus.,,,
6622,"guilt",I borrowed my friend's radio cassette and the plug cracked and some pieces broke off when the plug dropped off my hands.,,,
6623,"joy",After passing my Malawi Certificate of Education Exam and being selected to Kamuzu College of Nursing.,,,
6624,"fear",I was sleeping alone in the house at night. A boy putting on a short only knocked at the window whispering that I should open for him.,,,
6625,"anger",The patient whom I expected to get well suddenly passed away after he showed had his meals.,,,
6626,"sadness",When my grandmother passed away.,,,
6627,"disgust",I was told I shouldn't visit my sister because the holiday was short.,,,
6628,"shame",I was the last among the list of failures in my class of Biology.,,,
6629,"guilt",I was to prepare relish for the family. I overcooked it and no one liked the meal that day.,,,
6630,"joy",The time when my sister had her first baby I was so happy and joyous because she stayed for two days after marriage before she had a child.,,,
6631,"fear",Sometime back I used to stay with my mum alone then time came when dad joined the family from his working place I found myself having fear for him for no cause at all.,,,
6632,"anger",I was so angry with a patient who refused to take drugs.,,,
6633,"sadness",When I heard of the death of a friend who had just finished her training I felt very sad for she was young.,,,
6634,"disgust","When I saw a lady putting on a pair of trousers, I felt it was a disguise according to Malawi culture.",,,
6635,"shame",Sometime back I was coming from the wards and lice were all over my uniform since patient's blankets have a lot of lice. It happened that my boyfriend picked some lice from my white uniform. I was so ashamed.,,,
6636,"guilt",I used to have two boyfriends in the past. Then one of them wanted to get engaged to me. I agreed but was guilt-conscious for disappointing the other one.,,,
6637,"joy",I felt joyful when I heard that I had been selected for College education.,,,
6638,"fear","I was fearful when I realised that the relish was overcooked simply because I was not keen enough at checking whether there was still enough water in the relish or not, instead I was just playing with my friends.",,,
6639,"anger",I felt angry when my friend told me that I had stolen her money.,,,
6640,"sadness",I felt sad when I heard that my cousin had passed away just suddenly.,,,
6641,"disgust",I felt disgust when I saw a drunkard vomiting very offensive matter.,,,
6642,"shame",I flet shameful when I learnt that I cooked Nsima which was full of lamps in it.,,,
6643,"guilt",I felt guilty when I learnt that some of friends found the finished at the Cafeteria because I took food which was more than my share.,,,
6644,"joy",I received money from my father at a time when I was completely broken.,,,
6645,"fear",My friend had been telling me about a certain bird which when it cries at night it's the sign that someone will die. So one night I was alone in the house and I heard the cry of the bird and I was afraid.,,,
6646,"anger",One of my friends went and told another friend of mine that I was going abut with another guy in Lilongwe besides the one I had. She said I was seen with him hand in hand.,,,
6647,"sadness",I received a letter form home telling me that my sister was very sick.,,,
6648,"disgust",Somebody went around spreading news that I like people with money.,,,
